logFreq,KC,geno,phenoBinary,phenoLength
0.0,50.189475010100004,FFF-F+FF,111111011011111111011011111111011011011111011011101111011011111111011011000000000000000000000000000000000000000000000000000000000000000000000000,144
0.47712125471999994,39.8631371386,FFF-F-F,1111110101111111010111111101010111110101011111010100000000000000000000000000000000000000000000000000,100
0.0,57.35940001149999,FFF-F-FF,111111010111111111010111111111010111011111010111011111010111111111010111000000000000000000000000000000000000000000000000000000000000000000000000,144
1.1461280356799999,39.8631371386,FFF-FF,1111110111111111011111111101110111110111111111011100000000000000000000000000000000000000000000000000,100
0.0,50.189475010100004,FFF-FF+F,111111011110111111011110111111011110011111011110111111011110101111011110000000000000000000000000000000000000000000000000000000000000000000000000,144
0.0,43.0195500087,FFF-FF-F,111111011101111111011101111111011101011111011101111111011101011111011101000000000000000000000000000000000000000000000000000000000000000000000000,144
0.301029995664,43.0195500087,FFF-FFF,111111011111111111011111111111011111011111011111111111011111111111011111000000000000000000000000000000000000000000000000000000000000000000000000,144
0.0,53.302968908800004,FFF-FFFF,1111110111111111111101111111111111011111110111110111111111111101111111111111011111111111110111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,196
0.0,53.1508495182,FFF-F[F],1111110111111111000111111111000111000111110111111111000111000000000000000000000000000000000000000000,100
0.0,39.8631371386,FFF-[FF],1111110111000001111101110000011111011100000111110111000001111101110000000000000000000000000000000000,100
0.698970004336,36.0,FFF-[F],1111110100011111010001111101000111110100000000000000000000000000,64
1.1461280356799999,33.2192809489,FFFF+F,1111111110111111111011111111101111111110101111111000000000000000000000000000000000000000000000000000,100
0.0,43.0195500087,FFFF+F+F,111111111010111111111010111111111010111111111010101111111010101111111010000000000000000000000000000000000000000000000000000000000000000000000000,144
0.0,50.189475010100004,FFFF+F-F,111111111001111111111001111111111001111111111001101111111001011111111001000000000000000000000000000000000000000000000000000000000000000000000000,144
0.301029995664,43.0195500087,FFFF+FF,111111111011111111111011111111111011111111111011101111111011111111111011000000000000000000000000000000000000000000000000000000000000000000000000,144
0.0,45.688259064700006,FFFF+FFF,1111111110111111111111101111111111111011111111111110111110111111101111111111111011111111111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,196
0.0,39.8631371386,FFFF+[F],1111111110001011111110001011111110001011111110001011111110000000000000000000000000000000000000000000,100
1.1461280356799999,39.8631371386,FFFF-F,1111111101111111110111111111011111111101011111110100000000000000000000000000000000000000000000000000,100
0.0,50.189475010100004,FFFF-F+F,111111110110111111110110111111110110111111110110011111110110101111110110000000000000000000000000000000000000000000000000000000000000000000000000,144
0.0,43.0195500087,FFFF-F-F,111111110101111111110101111111110101111111110101011111110101011111110101000000000000000000000000000000000000000000000000000000000000000000000000,144
0.301029995664,43.0195500087,FFFF-FF,111111110111111111110111111111110111111111110111011111110111111111110111000000000000000000000000000000000000000000000000000000000000000000000000,144
0.0,45.688259064700006,FFFF-FFF,1111111101111111111111011111111111110111111111111101111101111111011111111111110111111111111101111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,196
0.0,39.8631371386,FFFF-[F],1111111101000111111101000111111101000111111101000111111101000000000000000000000000000000000000000000,100
1.2552725051,19.9315685693,FFFFF,1111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000,100
0.301029995664,35.8496250072,FFFFF+F,111111111110111111111110111111111110111111111110111111111110101111111110000000000000000000000000000000000000000000000000000000000000000000000000,144
0.0,45.688259064700006,FFFFF+FF,1111111111101111111111111011111111111110111111111111101111111111111011101111111110111111111111101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,196
0.301029995664,43.0195500087,FFFFF-F,111111111101111111111101111111111101111111111101111111111101011111111101000000000000000000000000000000000000000000000000000000000000000000000000,144
0.0,45.688259064700006,FFFFF-FF,1111111111011111111111110111111111111101111111111111011111111111110111011111111101111111111111011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,196
1.23044892138,21.5097750043,FFFFFF,111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000,144
0.0,38.0735492206,FFFFFF+F,1111111111111011111111111110111111111111101111111111111011111111111110111111111111101011111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,196
0.0,45.688259064700006,FFFFFF-F,1111111111110111111111111101111111111111011111111111110111111111111101111111111111010111111111110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,196
0.0,22.8441295323,FFFFFFF,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,196
0.0,39.8631371386,FFFF[+F],1111111110111111110010111111110010111111110010001011111110000000000000000000000000000000000000000000,100
0.0,53.1508495182,FFFF[-F],1111111101111111110001111111110001111111110001000111111101000000000000000000000000000000000000000000,100
0.0,59.794705708,FFF[+FF],1111111011111111000010111111110000101100001011111011111111000010110000000000000000000000000000000000,100
0.47712125471999994,36.0,FFF[+F],1111111011111100101111110010001011111000000000000000000000000000,64
0.0,59.794705708,FFF[-FF],1111110111111111000001111111110000011100000111110111111111000001110000000000000000000000000000000000,100
0.47712125471999994,48.0,FFF[-F],1111110111111100011111110001000111110100000000000000000000000000,64
0.0,46.5069933284,FFF[F+F],1111111110111111110000101111111100001011111111000010000010111111100000000000000000000000000000000000,100
0.0,59.794705708,FFF[F-F],1111111101111111110000011111111100000111111111000001000001111111010000000000000000000000000000000000,100
1.9590413923199999,18.0,FFF[F],1111111111111111111111111111111100000000000000000000000000000000,64
0.0,59.794705708,FFF[F]+F,1111111100101111111100101111111100101111111100100000000010111111001000000000000000000000000000000000,100
0.0,46.5069933284,FFF[F]-F,1111111100011111111100011111111100011111111100010000000001111111000100000000000000000000000000000000,100
0.0,54.0,FF[+F+F],1111101011110000101000001011101000001011101000000000000000000000,64
0.0,66.0,FF[+F-F],1111100111110000100100001011100100000111100100000000000000000000,64
0.0,66.4385618977,FF[+FFF],1111101111111100000010111100000010111011111111000000101111111100000010111100000000000000000000000000,100
0.47712125471999994,54.0,FF[+FF],1111101111110000101100001011101111110000101100000000000000000000,64
1.23044892138,31.019550008699998,FF[+F],111110111100100010111000000000000000,36
0.0,48.0,FF[+F]-F,1111100001111110000110111000010000000111100001000000000000000000,64
0.0,66.4385618977,FF[+F]FF,1111101111111100101111001011101111111100000000001011111111001011110000000000000000000000000000000000,100
0.0,60.0,FF[-F+F],1111011011110000011000000111011000001011011000000000000000000000,64
0.0,60.0,FF[-F-F],1111010111110000010100000111010100000111010100000000000000000000,64
0.0,59.794705708,FF[-FFF],1111011111111100000001111100000001110111111111000000011111111100000001111100000000000000000000000000,100
0.47712125471999994,48.0,FF[-FF],1111011111110000011100000111011111110000011100000000000000000000,64
1.23044892138,41.3594000115,FF[-F],111101111100010001110100000000000000,36
0.0,60.0,FF[-F]+F,1111010010111101001001110100100000001011010010000000000000000000,64
0.0,66.4385618977,FF[-F]FF,1111011111111100011111000111011111111100000000000111111111000111110000000000000000000000000000000000,100
0.0,59.794705708,FF[F+FF],1111111011111111000000101111111100000010110000001011111011111111000000101100000000000000000000000000,100
0.301029995664,42.0,FF[F+F],1111111011111100001011111100001000001011111000000000000000000000,64
0.0,59.794705708,FF[F-FF],1111110111111111000000011111111100000001110000000111110111111111000000011100000000000000000000000000,100
0.301029995664,54.0,FF[F-F],1111110111111100000111111100000100000111110100000000000000000000,64
0.0,46.5069933284,FF[FF+F],1111111110111111110000001011111111000000101111111100000010000000101111111000000000000000000000000000,100
0.0,59.794705708,FF[FF-F],1111111101111111110000000111111111000000011111111100000001000000011111110100000000000000000000000000,100
0.0,59.794705708,FF[FF]+F,1111111100001011111111000010111111110000101111111100001000000000000010111111000010000000000000000000,100
0.0,46.5069933284,FF[FF]-F,1111111100000111111111000001111111110000011111111100000100000000000001111111000001000000000000000000,100
